##<<FRENCH
concept: ~numberoperator()
"mauvais fonctionnement" taper
courir partir
montez déloger
dépôt polluer
"rendre propre" "lavage en machine"
"lavage des mains" "se lever"
asseyez-vous mensonge
asseyez-vous mensonge
"se lever" déboucler
boucle dégainer
gainer indigné
câble unmake
faire éliminer
phase désincarné
incarner démonter
"tordre ensemble" démanteler
installer rejeter
"jeter sur" minimiser
"le renverser" tranquilliser
charger rassurer
inquiéter amour
détester comme
"ne pas aimer" humaniser
déshumaniser repousser
attirer démoraliser
enivrer attrister
réjouir accabler
éclaircir mécontenter
délice mécontenter
satisfaire mécontentement
contenu désillusion
ravir décourager
recréer décourager
encourager ennuyer
intérêt faiblesse
"souhaite bien" "regarder de haut"
chercher "rester immobile"
"bouge toi" "rester en place"
locomote montez
"allez-vous en" "rester dans les parages"
"bouge toi" déménager
emménager arrêtez
commencez "aller de le avant"
arrêtez éloigner
poussée "aller en-desous"
flotte balade
marche uncross
traverser déposer
déposer sortir
"entrer brusquement" sort
monter "calme toi"
"déplacer vers le haut" "calme toi"
monter "aller en-desous"
montez "faire monter"
"faire tomber" embarquer
débarquer "se allonger"
"se lever" déglychériser
glyceroliser tirez-vous
"le progrès" arrière
avancer précéder
suivre "va de le avant"
arrivée "sortie par le haut"
"toucher le fond" rester
"prendre congé" tirer
extraire "emménager dans"
sortez monter
descendez converger
diverge pliez
redresser "balle de canon le long"
"se attarder" "prendre plaisir"
souffrir sous-représenter
surexposer sensibiliser
désensibiliser ignorer
remarquer déodoriser
odourise cacher
montrer fermer
ouvrir désorienter
orienter concentrer
brouiller bruyère
calmer aiguiser
adoucir aciduler
édulcoré prendre
donner perdre
attendez vendre
achat permettre
refuser déshériter
léguer exportation
importer télécharger
télécharger refuser
acceptez "connectez - out"
"se identifier" "paiement insuffisant"
surpayer "défaut sur"
"ante up" clair
rebondir débit
crédit "ne dépasse pas"
"trop dépenser" économiser
gaspiller désinvestissements
investir "jeter par-dessus bord"
réclamer confiscation
réquisition "faire une perte"
"faire un profit" "seuil de rentabilité"
"faire un profit" "faire une perte"
"seuil de rentabilité" perdre
reconquérir acquérir
perdre underbid
surenchérir underbid
surenchérir "se désister"
dépôt "payer en argent comptant"
charge surcharge
surcharge noter
marquer "sous bois"
suremballage prêter
emprunter unmuzzle
museau kern
kern refrain
"bouge toi" "prendre le pouvoir"
"quitter le bureau" introniser
désinvestissements détrôner
introniser "descendre les escaliers"
"kick upstairs" engager
"donner le sac" "viens avant"
"vient apres" stagner
travail confiner
libérer prévenir
permis fermer
"se ouvrir" "se débarrasser de"
établir désorganiser
organiser décomptabiliser
licence comprendre
"rester dehors" "manque de respect"
respecter fréquenter
boycotter unir
séparer affranchir
désengagement formaliser
invalider rappel
"la fourniture" décriminaliser
criminaliser séparer
déségréger rapatrier
expatrié refuser
"autoriser dans" déclassifier
classer déréglementer
restreindre déréglementer
régulariser compenser
faux comporte
inconduite échouer
négocier fais-le
lave-le passer
échouer "se tromper"
"ramener à la maison le lard" désobéir
obéit soulager
"mettre en place" réhabiliter
purge observer
transgresser représenter
poursuivre décoloniser
coloniser "mettre fin"
commencer manquer
assister succomber
tirer éliminer
nécessiter manquer
fonctionnalité exclure
comprendre désaccord
correspondre "se conformer"
dévier différer
égal sortir
entrez "conforme à"
"aller contre" "à la hauteur"
"ne manque pas" déséquilibrer
équilibrer cesser
continuer céder
"rester ferme" résister
"se prêter" postdater
antécédent éteindre
enflammer abandonner
prendre nettoyer
couvert maladroitement
gentiment insignifiant
significativement complètement
partiellement imparfaitement
"à la perfection" pauvrement
bien mal
bien désavantageusement
avantageusement insatisfaisant
"de manière satisfaisante" jamais
toujours "non conventionnellement"
"de manière conventionnelle" "plus maintenant"
encore rarement
fréquemment "peu fréquent"
fréquemment déraisonnablement
raisonnablement naturellement
naturellement intentionnellement
"de manière circonstancielle" "en général"
"plus précisément" malheureusement
"car la chance le aurait" malheureusement
heureusement malheureusement
mémorablement "par machine"
"par la main" inacceptablement
acceptable maladroitement
habilement "non pas par la faute"
"par tous les moyens" indirectement
directement involontairement
intentionnellement tranquillement
bruyamment "vers le avant"
"vers le arrière" "en avant"
"en arrière" ouvertement
secrètement passivement
activement "au dessus"
"au dessous de" "dans un endroit supérieur"
"à un endroit inférieur" bien
"de devoir" multiplier
séparément théoriquement
"par observation empirique" tardivement
chop-chop "de façon inadmissible"
permise temporairement
"en permanence" linéairement
géométriquement inconclusivement
"une fois pour toutes" "sur un étage supérieur"
"à le étage inférieur" "contre le vent"
"sous le vent" "vers le haut"
"vers le bas" haut
"vers le bas" "en aval"
"en amont" "dans une moindre mesure"
"dans une plus grande mesure" moins
plus tardivement
"en avance" "au plus"
"au moins" "au pire"
"au mieux" "de manière irresponsable"
"de manière responsable" remarquablement
"sans importance" "dans cet endroit"
ici là
ici "à le extérieur"
"à le intérieur" "à le extérieur"
"à le intérieur" "au degré le plus bas"
"au plus haut degré" inorganiquement
"de manière organique" officieusement
officiellement périphériquement
"au centre" "de un côté"
"de autre part" "sans succès"
"avec succès" "de manière non systématique"
systématiquement inconséquemment
systématiquement inconstitutionnellement
constitutionnellement "non démocratiquement"
démocratiquement "sans importance"
typiquement "en premier lieu"
secondairement "sans forme"
dramatiquement "de manière inappropriée"
"de manière appropriée" "à terre"
"au large" "par des moyens artificiels"
naturellement chroniquement
"de façon aiguë" insuffisamment
suffisamment "avec hésitation"
"sans hésiter" "hors de contrôle"
"dans la main" "par inadvertance"
"par voie de discrétion" "sans aucun doute"
"par voie de discrétion" légitimement
illégalement inconfortablement
confortablement "en privé"
publiquement publiquement
"en privé" aborad
orade patiemment
impatiemment régulièrement
"par vague" asymétrique
symétriquement légèrement
"à le heure actuelle" faiblement
fortement "avec parcimonie"
amplement "sans gratitude"
gracieusement inconsidérément
considéreusement "sans aide"
"de manière utile" irrationnellement
rationnellement "sans critique"
"de manière critique" "affichage de incompétence"
"avec compétence" "sans relâche"
"de façon émotionnelle" officiellement
"de façon informelle" "centre ville"
haut-ville "sans enthousiasme"
"avec enthousiasme" finement
grossièrement indifférent
"avec sympathie" "sans conviction"
"de manière convaincante" malheureusement
gracieusement "sur une base irrégulière"
régulièrement "en bon ordre"
"de manière incorrecte" inconvenient
commodément "de manière abstraite"
concrètement "sans entorse"
craintivement "sans espoir"
espérons-le bêtement
judicieusement "sans intelligence"
intelligemment incompréhensiblement
"de manière compréhensible" "sans répartition"
diplomatiquement incorrectement
correctement inexactement
"avec précision" injustement
"de manière justifiée" "sans hâte"
précipitamment monauralement
"aux deux oreilles" "sans équivoque"
imaginativement honteusement
"sans vergogne" "peu impressionnante"
impressionnante "de manière improductive"
"de manière productive" amateur
"comme un expert" "sans intérêt"
"de façon intéressante" immodérément
modérément "de façon irréaliste"
"de façon réaliste" étourdiment
pensivement inauspiciously
"avec enthousiasme" "de façon décontractée"
courtoisement désagréablement
agréablement désagréablement
agréablement "sans ambiguïté"
ambiguëment cérémonieusement
"sans cérémonie" "de une manière générale"
étroitement infidèlement
fidèlement non-violent
violemment fini
infiniment petit
gros inconsciemment
"avec précaution" tranquillement
bruyamment "sans inquiétude"
tranquillement intérieurement
extérieurement défavorablement
favorablement "sans douleur"
gaiement involontairement
volontairement inefficacement
rapidement "par inadvertance"
sciemment injustifiablement
"à juste titre" "de manière immodieuse"
modestement "de manière irrésolue"
résolument "peu attractif"
"de façon attrayante" inconsciemment
consciemment "non concurrentiel"
"de manière compétitive" incroyablement
"de manière crédible" indécemment
décemment "de manière inhabituelle"
typiquement "à le extérieur"
intérieurement "a priori"
"a postériori" illégalement
légalement mi-temps
"à plein temps" multilatéralement
unilatéralement "sens horaire"
"dans le sens contraire des aiguilles de une montre" "en dehors"
"vers le intérieur" "sur scène"
"dans les coulisses" "peu attrayante"
"de façon séduisante" "avec désapprobation"
"avec approbation" "sans ambition"
résolument "en bas niveau"
"haut de gamme" "sans relâche"
"de façon affirmée" inarticulièrement
"de manière articulée" inaudiblement
audiblement sanglement
"sans sang" "de manière inappropriée"
"avec reconnaissance" "de manière temporaire"
"de façon saisonnière" "vers le avant"
"à le arrière" "de manière imprudente"
"avec prudence" "sans équivoque"
"de manière chevaleresque" "dessous de la ceinture"
équitablement incohérente
"de manière cohérente" incompatibles
"de manière compatible" "se plaindre"
"sans plainte" "de une manière incomparable"
"de manière exhaustive" inconditionnellement
conditionnellement inconséquemment
"par conséquent" "de manière crédible"
malheureusement indécis
"de façon décisive" faiblement
"à forte densité" incroyablement
peut-être "à tort"
"à juste titre" "sans contrainte"
controversé indécisement
"de manière décorative" "contre son gré"
volontairement "de façon offensive"
défensivement "de façon offensive"
inoffensivement "sans danger"
"de manière préjudiciable" malhonnêtement
honnête honorablement
"de manière déshonorante" déloyalement
loyalement désobéissant
obéissant proportionnellement
disproportionné réputés
déraisonnablement "sans respect"
"avec respect" confiant
méfiant "vers le ouest"
"vers le est" inefficacement
efficacement inefficace
efficacement désintéressé
"de manière égoïste" inefficacement
élégamment décourageant
"de manière encourageante" inéquitablement
équitablement "de manière non éthique"
éthiquement "de façon inégale"
uniformément irrégulièrement
régulièrement inégalement
également "sans excès"
excitant impardonnablement
pardonable inexpérimenté
convenablement "à peu de frais"
"de manière économique" inexpressivement
expressément démodée
"à la mode" incivilement
poliment insensiblement
"avec sensibilité" "par infelicité"
heureusement littéralement
métaphoriquement inflexiblement
"avec souplesse" impitoyablement
pardonnant bruyamment
doucement "très fort"
"très doucement" "sans joie"
joyeusement "à contrecœur"
"à contrecœur" inhospitalièrement
hospitalier inhumanément
humainement "sans humour"
"avec humour" "sans hygiène"
"de façon hygiénique" indescifrablement
déchiffrablement légitimement
illégitimement illogiquement
logiquement immoralement
vertueusement pénitentiellement
impénétrablement "de façon perceptible"
imperceptiblement personnellement
impersonnellement explicitement
implicitement "de manière imprécise"
incisivement providentiellement
"de façon improvisée" imprudemment
providentiellement insuffisamment
adéquatement comparativement
incomparablement discrètement
visiblement indiscrètement
discrètement "non informatif"
"de manière informative" opportunément
inopérément "de façon insécurisée"
"en toute sécurité" insensiblement
sensiblement "de manière insigne"
"sans faille" intolérantement
tolérantement intransitivement
transitivement visiblement
invisiblement "de manière pertinente"
"sans importance" "de manière respectueuse"
irrévérencieusement mûrement
immature "avec précaution"
judicieusement staccato
legato incontrôlable
"de manière administrative" inconditionnellement
virilement malveillant
bienveillant "au minimum"
"au maximum" richement
"avec parcimonie" "de manière mesurable"
incommensurablement "sans modération"
mélodieusement unmemorably
inoubliablement "en vérité"
mendainement "de manière unmusique"
musicalement "de manière large"
"étroitement mentalement" inutilement
nécessairement subjectivement
objectivement discrètement
"de manière intrusive" "avec pessimisme"
"avec optimisme" obligatoirement
éventuellement "de manière désagréable"
"de manière palatée" "sans être patriotique"
patriotiquement inconcevable
reconnaissable "sans prétention"
prétentiellement injustement
"à la droiture" inconsciemment
consciencieusement inconsciemment
sentimentalement "de manière inséparable"
séparablement "sans raison"
souriantement insociablement
sociablement "de manière sportive"
sportivement unromantically
romantique "sans tact"
"avec tact" vulgairement
"avec goût" légèrement
grossièrement grossièrement
faiblement grammaticalement
"sans programme" "sans précédent"
précédemment "de manière déshonorante"
honorablement inutilement
utilement concave
"de façon convexe" "sans douleur"
douloureusement adaxialement
abaxialement incapable
capable adaxial
abaxial basiscopique
acroscopique adductif
enlèvement "en train de mourir"
naissant intégral
abrégé comparatif
absolu "non absorbant"
absorbant "non adsorbant"
"assimilateur de surface" adsorbable
absorbable glouton
sobre béton
abstrait rare
abondant "non consommé"
maltraité inacceptable
acceptable inaccessible
accessible "non adapté"
accommodant inexacte
précis inhabituel
habitué alcalin
acide amphiprotique
acide amphiprotique
alcalin "aimant alcalin amoureux de le acide"
"non reconnu" reconnu
inaccessible avide
basipétal acropétale
inactif actif
actif disparu
statif dynamique
passif actif
silencieux actif
potentiel existant
chronique aigu
avirulent virulent
inadapté adaptative
"non adonné" intoxiqué
"non additives" "formation d'habitude"
soustractif additif
"sans réponse" adressé
inadéquat adéquat
"non adhérent" adhésif
substantiel "de procédure"
inaccessible adoptable
"non décoré" décoré
anticholinergique cholinergique
maladroit adroit
désavantageux avantageux
"non aventureux" aventureux
inconveniable conseillé
"mal conseillé" "bien conseillé"
anaérobiotique aérophiles
anaérobie aérobique
inesthésique esthétique
"non affecté" affecté
"non affecté" "non naturel"
rejetant acceptable
échoué "à flot"
"sans peur" peur
"non agressif" agressif
"non agité" agité
désagréable agréable
air-air air-surface
"surface à air" air-surface
"surface à air" air-air
débrayée vigilant
heuristique algorithmique
inaliénable aliénable
mort vivant
écréme apocrine
subartesien artésien
mort vivre
analphabétique alphabétique
précocial altricial
égocentrique altruiste
"non ambigu" ambigu
"sans ambition" ambitieux
emmetropique amétrique
malheureusement ample
catabolique anabolisant
cataclinal anaclinal
astigmatique anastigmatique
synclinal anticlinal
catadrome anadrome
diadromes anadrome
diadromes catadrome
katabatic anabatique
oral "rétention anale"
numérique analogue
synthétique analytique
synthétique "non fléchée"
dérivation flexionnel
syncarpous apocarptique
unanier "en colère"
non-résistant irrité
insensé sensible
non-vivant animer
"à le unanimité" animé
"non animé" animé
inanimé animer
onymous anonyme
autopsie antemortem
subséquent antécédent
retrorse antrorse
terrestre aquatique
amphibie aquatique
amphibie terrestre
réussir précédent
"sans précédent" précédé
"non préhensible" préhensile
périnatal antepartum
post-partum antepartum
post-partum périnatal
postprandial préprandial
"après la guerre" "avant la guerre"
antérogène rétrograde
postmeridien antiméridien
postérieur antérieur
ventral dorsal
inaccessible appelable
"non adapté" appenduit
"peu appétissant" appétissant
inabordable approchable
inapproprié approprié
indu dû
malapropos "à propos de périphérique apteral"
non-arbitrable arbitrable
"non collonnés" colonnade
"non azuréaire" "arbre de vie"
argileux arénacée
"sans armes" armé
"non armé" blindé
"sans bras" armé
naïf astucieux
inarticulé articuler
"non parlant" parlant
"non articulé" articulé
"sans vergogne" honteux
unassertive auto-affirmé
"non associatif" associatif
"non engagé" engagé
"non résorbé" apposé
pédiculier "sans tache"
vagin sessile
détaché attaché
décollé coincé
détachable attachable
imprudent prudent
inattentif attentif
"peu attrayant" attrayant
repoussant attrayant
"peu attrayant" attirant
"non attribuable" attribuable
prédicatif attributif
"pas enceinte" enceinte
indécentable audible
subsonique transonique
supersonique transonique
supersonique subsonique
"peu propice" "de bon augure"
impitoyable propice
"non autorisé" autorisé
inconstitutionnel constitutionnel
allochtone autochtone
hétérotique autoécique
hétérogène autogène
manuel automatique
indisponible disponible
endormi éveillé
"non catastrophant" astringent
inconnaissant compétent
involontaire "mal à le esprit"
désamorcer alarmant
entomophile anémophile
"non rassurant" rassurant
suivant "de premier plan"
"dos nu" soutenu
"sens inverse" "vers le avant"
"non équilibré" balisé
"sans barrière" canon
"sans bec" bec
"sans lit" couché
unbeneficed bénéficié
"non établi" stratifié
fernless fougère
"sans pelouse" herbeux
ungusseted soufflé
hirsute chauve
"sans crayon" awned
"non porteur" palier
laid beau
laid joli
"à ventre plat" ventre
"non bandé" bandé
"sans ceinture" ceinturé
maléfique bienfaisant
illimitée "mal intentionné"
calomnier bienfaisant
pire meilleur
"a empiré" meilleur
détérioration amélioration
unicaméral bicaméral
unidirectionnel bidirectionnel
"sans visage" face
bibless bavure
multilatéral unilatéral
unimodal bimodal
monaural binaural
trinucléée binucléé
mononucléate binucléé
trinucléé mononucléate
quadrupède "deux pieds"
brunette "aux cheveux clairs"
"sans tache" tordu
exsangue sanglant
timide audacieux
"non lié" lié
désactivé attelé
détaché attaché
démêlé enchevêtré
"non mis en ordre" bordé
lentic lotic
"classe moyenne" "classe inférieure"
"classe supérieure" "classe inférieure"
"classe supérieure" "classe moyenne"
dolichocéphale brachycéphale
lâche courageux
gutless courageux
"alimenté en bouteille" allaité
"à bout de souffle" respiration
"non cristallin" cristalline
"sans terre" "a atterri"
foncé lumière
"sans ombre" ombragé
"sans lune" "éclairé par la lune"
infranchissable puissable
terne brillant
"sans préparation" "obscurci impartial"
discriminatoire "étroit de esprit"
"large esprit" "non reconstruit"
reconstruit ininterrompu
cassé sœur
"frère endergonic" exergonique
identique fraternel
"non enterré" enterré
"tourner au ralenti" occupé
"sans os" boney
déboutonné boutonné
socialiste capitaliste
euphonique cacophonique
incalculable calculable
orageux calme
"non chromé" camphré
incapable capable
indifférent "tenir à"
négligent prudent
herbivore carnivore
omnivore carnivore
insectivore carnivore
omnivore herbivore
insectivore herbivore
insectivore omnivore
holophytique holozoïque
acarpellé carpellé
"non tapoté" "tapissé clincher-construit"
carvel-built "non dessiné"
sculpté catalécanique
acatalectique hypercataléctique
acatalectique hypercataléctique
catalécanique radical
cauline "sans censure"
censuré acaude
caudated acaulescent
caulescent "non causable"
causal imprudent
prudent "non cellulaire"
cellulaire incohérent
cohérent "non complétées"
compartimenté "non poreux"
porifère périphérique
central centripète
centrifuge eferent
afférente décentralisation
centralisation incertain
certain "pas convaincu"
convaincu timide
"sur de soi" "non certifié"
agréé évitable
inévitable impénétrable
évitable "non modifiable"
changeable incommutable
commutable inaltérable
modifiable "non modifiable"
modifiable "non corrigé"
ajusté inadapté
ajusté inchangé
modifié "non amendé"
modifié inchangé
modifié isotonique
isométrique "non ionisé"
ionisé immuable
changeable "non caractéristique"
caractéristiques "non chargé"
accusé "peu charitable"
charitable unchartered
affrété "sans propriétaire"
propriété impudique
chaste déprimant
"de bonne humeur" achlamideuse
chlamydeous achondritique
chondritique triclinique
monoclinique polychrome
monochromatique achromatique
chromatique insaturé
saturé "noir et blanc"
couleur "non coloré"
coloré "sans tache"
coloré incolore
coloré foncé
"lumière colorée" diatonique
chromatique transmontane
cismontane "peu chrétien"
christian "non civilisé"
civilisé "non classique"
classique "non classé"
classifié "non analysé"
analysé impur
nettoyer sale
inobjectif contaminant
"non contaminant" "non radioactif"
radioactif "pas clair"
clair opaque
clair radio-opaque
radiolucent confus
"pensée claire" inclément
clément stupide
intelligent fermer
loin fermer
loin uncousinlyly
cousinlyly "sans vêtements"
habillé "sans emballage"
soigné nuageux
clair intérieur
côtier "au large"
"vers le rivage" incohérent
cohérent "non collapsible"
pliant "non pris en charge"
fissuré distributif
collectif supprimé
publicitaire "non publié"
publié "non publiable"
publiable "non signalé"
signalé "non consignable"
"à signaler" non-compulsif
combinatoire incombustible
combustible "non explosif"
explosif "sans lumière"
éclairé incommode
spacieux inconfortable
confortable "sans rapport"
commensurable disproportionné
proportionné "non commercial"
commercial "non résidentiel"
résidentiel non-commissionné
commandé rare
commun inhabituel
habituel hydrophile
hydrophobe oléophobe
oléophile individuel
commun "peu communicatif"
communicatif "en vrac"
compact incomparable
comparable indifférent
compatissant incompatible
compatible "non miscible"
miscible incompétent
compétent "non compétitif"
compétitif "sans plainte"
plaignant incompressible
compressible fractionnaire
entier moitié
entier "non dédié"
dévoué incomplet
achevée "non compliqué"
complet décomposé
composé incompréhensible
compréhensible renflé
concave distribué
concentré "non concentrique"
concentrique indifférent
concerné prolixe
concis "non concluant"
concluante "non consommé"
consommé subordonner
coordination discordant
accordant étendu
contracté hypertrophié
diminué inconditionnel
conditionnel inapplicable
exécutoire "non forcé"
"mis en œuvre" "non conducteur"
conducteur ouvert
confiné "peu fréquentée"
bondé incompatible
agréable incongrue
conforme incongru
convenable disjonctif
conjonctif disjointe
conjoint "sans rapport"
connecté invincible
vaincable inconscient
conscient profané
consacré "sans prétention"
prêtre libéral
conservateur inconsistant
cohérent discret
visible indiscernable
perceptible indiscernable
distinguable inconstant
constante destructeur
constructif mécontent
content incontestable
contestetable incontinent
continent sporadique
continuel discontinue
ininterrompu discontinue
continu abandonné
"a continué" incontrôlé
contrôlé "non controversée"
controversé "non préjugé"
argumentatif incommode
pratique "non conventionnel"
conventionnel conventionnel
nucléaire "non traditionnel"
traditionnel divergent
convergent "sans branches"
branchu "peu convaincant"
convaincant brut
cuit "peu coopératif"
coopérative incorruptible
corrompu antagoniste
synergiques négligeable
considérable négligeable
substantiel "non significatif"
matériel unbodied
"en corps" "non lavé"
"lavage de cerveau" incorporel
corporel incorrect
correct faux
correct "non corrigé"
corrigé incorrigible
corrigible provincial
cosmopolite laxatif
costive inconscient
constipé inconsidéré
prévenant discourtois
courtois impoli
poli impoli
poli sidéral
civil "non créatif"
créatif incroyable
croyable incrédule
crédule "non critique"
critique "sans jugement"
jugement "non critique"
critique "sans croix"
franchi walleyed
"les yeux croisés" "non couvert"
couronné "non contractuel"
important "non cristallisé"
cristallisé unidimensionnel
tridimensionnel bidimensionnel
tridimensionnel bidimensionnel
unidimensionnel multidimensionnel
unidimensionnel "non coupé"
couper incurieux
curieuse non-courant
actuel béni
maudit "non aligné"
doté inoxydable
rideaux "prêt à le emploi"
"fait sur mesure" "fait à la machine"
"fabriqué à la main" "fabriqué en usine"
"fait maison" "non cyclique"
cyclique "chaîne ouverte"
cyclique acyclique
cyclique biennal
"un ans" vivace
"un ans" vivace
biennal nocturne
diurne "en bon état"
endommagé inépuisable
"accessible à la date" audition
sourd indécent
décent indécis
décisif interrogatif
déclaratif "non déclaré"
déclaré inconvenant
convenable non-déductible
déductible "peu profond"
profond "de jure"
"de facto" irrévocable
vaincable invaincu
vaincu conforme
"non conforme" indéfini
défini "mal défini"
"bien défini" "a subi"
dérivé "non fléchée"
infléchie indéfini
précis indéhiscente
déhiscente exaltée
abattu robuste
délicat incassable
cassable "peu exigeante"
exigeant implorant
impératif antidémocratique
démocratique "non arbitraire"
arbitraire "peu démonstratif"
démonstratif indéniable
déniable connotative
dénotatif "non dépendant"
sûr indépendant
dépendant subalterne
indépendant impartial
partisan "non aligné"
aligné prescriptif
descriptif "non descriptif"
descriptif indésirable
souhaitable conservé
détruit indestructible
destructible indéterminable
déterminable indéterminé
déterminé "non développé"
développé sinistral
dextral adiabatique
diabétiques indifférencié
différencié facile
difficile plantigrade
digitigrade indigne
digne indifférent
"homme de état" "non présidentiel"
présidentiel monocotylédone
dicotylédone négligent
diligent "non dilué"
dilué insaturé
concentré "peu diplomatique"
diplomatique antagoniste
conciliatoire indirect
direct "en alternance"
direct inverse
direct rétrograde
direct médiat
immédiat "sans discernement"
discernant indiscret
discret indiscriminé
discriminer "sans discernement"
discrimination "non disponible"
jetable "non remboursable"
consigné proximal
distal mesial
distal indistinct
distinct "non fixé"
focalisé "non diversifié"
diversifié indivisible
divisible "sans papiers"
documenté soumis
dominateur "non soumise"
servile subalterne
dominant récessif
dominant "à double canon"
"à un seul canon" "à poitrine unique"
double-breasted "sans forme"
dramatique inacceptable
actable "non théâtral"
théâtral imbuvable
potable sobre
ivre tranchant
terne "sans incidents"
mouvementé vivre
mourir terne
animé undynamique
dynamique désagréable
désireux "sans oreille"
écossé milieu
"de bonne heure" "en retard"
"de bonne heure" "en retard"
milieu "plus tard"
"de bonne heure" "non acquises"
gagné inquiet
facile ouest
est est
occidental endomorphique
ectomorphique mésomorphe
ectomorphique mésomorphe
endomorphique immangeable
comestible "sans instruction"
éduqué innumer
numérotation inopérant
opératoire inefficace
efficace "sans effort"
effort inefficace
efficace inefficace
efficace "sans force"
énergique inélastique
élastique appointive
électif "non attribué"
attribué obligatoire
optionnel inélégant
élégant inéligible
éligible "sans émotion"
émotif théorique
empirique appliqué
théorique "travailleur indépendant"
salarié "sans emploi"
employé inaccessible
employable désabusé
enchanté décourageant
encourageant "sans encombre"
encombré déchargé
chargé exocentrique
endocentrique exogames
endogames endogames
autogame exogames
autogamique "libération de énergie"
"absorbant le énergie" "libération de chaleur"
"absorbant la chaleur" exogène
endogène run-on
arrêté unengétique
énergique "privé de droits"
affranchi inexpériable
exportable inexplicable
exploratoire inquisiteur
curieux diminué
augmenté irréductible
réductible ignorant
éclairé "non entreprenant"
entreprenant "sans enthousiasme"
enthousiaste indésirables
désireux épizoique
entozoïque inégal
égal déséquilibré
équilibré hypertonique
isosmotique hypotonique
isosmotique hypotonique
hypertonique "sans équivoque"
équivoque indéracinable
éradiable exotérique
ésotérique "non essentiel"
essentiel indispensable
dispensable méprisable
estimable immoral
éthique "peu compliqué"
complémentaire "peu compliqué"
flatteur dysphémique
euphémique affligé
euphorique inégal
même "à feuilles caduques"
"à feuilles persistantes" inexact
exact "non échangeable"
échangeable "non excable"
excitable "sans excès"
excité "peu passionnant"
passionnant inculpatoire
disculpatoire inépuisable
"non renouvelable" "pas épuisé"
épuisé inexistant
existant inexistant
existant inattendu
attendu inopportun
opportun inexplicable
consommable "peu coûteux"
coûteux inexpérimenté
expérimenté "non expiré"
expiré incompréhensible
explicable inexplicite
exprimé inexploité
exploité inexprimable
exprimable "non protractile"
extensible inextricable
extricable arraché
baissé "sans doigts"
doigté inexpansive
expansif inextinguible
extinguible interne
externe interne
extérieur "vers le intérieur"
"vers le extérieur" "sans yeux"
regardé "impossible à jouer"
jouable faute
juste injuste
juste inéquitable
équitable infidèle
fidèle déloyal
fidèle infaillible
faillible inconnu
familier familier
étrange démodé
"à la mode" "sans style"
"à la mode" lent
vite "peu fastidieux"
délicat mince
graisse "sans gras"
gras "non fatale"
fatal incurable
guérissable insondable
insondable défavorable
favorable dérangé
"à plumes" malheureux
heureux "non fertile"
fertile inachevé
fini infini
fini "non fini"
fini fermeture
ouverture dernier
premier terminal
intermédiaire seconde
premier "non fissile"
fissile "non fondable"
fissile inapte
"en forme" contrasté
appartement inflexible
flexible compromettre
intransigeant non-rigide
rigide "non adaptable"
adaptable orthotrope
campylotropes amphitropes
anatrogène "tout droit"
frisé "sans pied"
pieds inutile
toed panard
pigeon-toed "à le arrière"
avant équivoque
"mal pris en main" adoptif
"originaire de" "originaire de"
étranger nonnative
aborigène national
étranger inconnus
national inoubliable
oubliable impitoyable
indulgent informel
formel malheureux
chanceux "odeur désagréable"
parfumé inodore
odorant inodore
parfumé lié
gratuit "non fixé"
fixé non-libre
gratuit rare
fréquent vicié
frais conservé
frais salé
frais hostile
amical dégelé
congelé infructueux
fructueux vide
plein "non détruit"
drainé "à temps partiel"
"à plein temps" "non fonctionnel"
fonctionnel dysfonctionnement
fonctionnement biologique
fonctionnel délabré
gréé "non équipé"
équipé "non engagés"
"sans cadre" encadré
"non meublé" meublé
"non financé" financé
"non déployé" alimenté
"non spécifié" spécifié
ungeared orienté
spécifique général
"non spécifique" spécifique
local nationale
endémique "distribué largement"
abranchiate branchement
unitaire fédéral
décentralisé centralisé
"non technique" technique
propriétaire "propriété collective"
"peu généreux" généreuse
entrainé généreuse
contrefaire authentique
héliocentrique géocentrique
"non talentueux" talentueux
"non émaillée" vitré
"sans verre" vitré
"peu glorieux" glorieux
"ne pas aller" aller
mal bien
mal bien
malheureux "bonne nature"
gênant gracieux
désobligeant gracieux
soudain graduel
raide graduel
programmatique grammatical
ingrat reconnaissant
diploïde haploïde
polyploïde haploïde
polyploïde diploïde
malheureux content
déconcertant "de regret"
doux difficile
diffus concentré
doux "au cœur dur"
"non alcoolique" alcoolique
nocif inoffensif
inharmonieux harmonieux
insalubres salubre
opératoire médical
inopérable opérable
antipyrétique pyrétique
"mauvais pour la santé" "en bonne santé"
phlegmy sec
terrestre céleste
indigeste digestible
"sans tête" "à tête"
décalée "à tête"
lumière lourd
"sans poids" lourd
"à toute épreuve" "service léger"
"pieds lourds" "pieds légers"
"prêter attention" insouciant
disqualifiant habilitation
"peu serviable" utile
zygodactyle heterodactyle
homogène hétérogène
hétérozygote homozygote
homosexuel hétérosexuel
bisexuel hétérosexuel
bisexuel homosexuel
"non hiérarchique" hiérarchique
abaissé élevé
"basse technologie" "haute technologie"
"sans cravate" "à col"
"au sol" plafonné
"haute essorage" "faible essorage"
"intérêt élevé" "peu de intérêt"
faible agitée
"non significatif" imitatif
"non échoïque" onomatopée
"basse résolution" "haute résolution"
"faible hauteur" "hauteur élevée"
"un moyen" maison
hétérologue homologue
autologue homologue
autologue hétérologue
analogue homologue
hétérologique homologue
analogue hétérologique
éclipsé "à pignon"
