
##<<GERMAN 
concept: ~numberoperator()
"Weiches Wasser" "hartes Wasser"
"frisches Wasser" Salzwasser
Exotoxin Endotoxin
Betriebszeit Ausfallzeit
Auszeit Arbeitszeit
"Zeit zu kommen" "vergangene Zeiten"
Erholungstag Arbeitstag
Tod Geburt
Minderheit "legales Alter"
Nachtzeit Tageslicht
Sonnenuntergang "brechen des Tages"
Wintersonnenwende Sommersonnenwende
"September Tagundnachtgleiche" Frühlingstagundnachtgleiche
"Extra Zeit" Regelzeit
"außerhalb der Saison" Hochsaison
Trockenzeit Regenzeit
"Unterseite des Inning" "oben auf dem Inning"
Mitte Anfangszeit
Ende Anfangszeit
Ende Mitte
Einatmen Ausatmen
"aktiv sein" "sich ausruhen"
aufwachen "fangen einige Z"
aestivate überwintern
lebendig Einschlafen
herauskommen "ins Bett legen"
"führen zu schlafen" aufwachen
vorbeibringen betäuben
stimulieren beruhigen
de-energetisieren stimulieren
"Verschleiß auf" refreshen
"machen entspannt" anspannen
dekomprimieren anspannen
weinen "auszudrücken Lustigkeit"
"dress down" Überkleid
anziehen abnehmen
ausziehen "zieh Dich an"
ausziehen habilitieren
Unterkleid overclothe
Wegrutschen schlüpfen
Fehlgeburt "tragen zu Begriff"
beruhigen reizen
"gut sein" leiden
halten erbrechen
desinfizieren infizieren
erholen verschlechtern
"bleiben übrig" Veränderung
entdifferenzieren unterscheiden
Entmythologisierung mythologisieren
"erhöhen, ansteigen" verringern
dissimilate assimilieren
devitalize beleben
verarmen bereichern
hinzufügen wegbringen
vollstopfen unclutter
inaktivieren aktivieren
beleben betäuben
verfälschen richtig
verbessern Ablehnen
verschärfen verbessern
Hydrat exsiccate
Austrocknen nass
entfeuchten befeuchten
entriegeln sperren
lösen engagieren
schwächen stärken
oxidieren deoxidize
sprengen herunterskalieren
verteilen Vertrag
strecken Vertrag
erarbeiten verkürzen
rückläufig mitkommen
verjüngen Alter
indurate erweichen
Unterbrechung "furbish up"
abzulassen aufblasen
alkalize ansäuern
"schlechter werden" abprallen
auftauen immobilisieren
destabilisieren stabilisieren
desensibilisieren sensibilisieren
"nach Datum" vordatieren
melanize aufhellen
verdunkeln erhellen
Einfärben verfärben
deeskalieren intensivieren
verunstalten verschönern
verstimmen "tune up"
disqualifizieren qualifizieren
Vertrag erweitern
"nehmen in" rauslassen
explodieren implodieren
hydrieren dehydrieren
focalize verwischen
focalize trübe
schätzen abwerten
verlängern verkürzen
entmaterialisieren materialisieren
beenden beginnen
beenden abführen
"geboren werden" "Bargeld in der eigenen Chips"
"auseinander brechen" vereinheitlichen
Aufheizen abkühlen
Kochen einfrieren
entpersönlichen individualisieren
stimulieren ersticken
ebnen schärfen
Absynchronisieren synchronisieren
übernehmen zerfallen
entmagnetisieren magnetisieren
komplizieren vereinfachen
drucklos "unter Druck setzen"
dekonzentrieren konzentrieren
summerize winterize
entstaatlichen verstaatlichen
denaturalisieren naturalisieren
auswandern einwandern
lösen versteifen
detransitivize transitivize
verschwinden erscheinen
verschwinden mitkommen
maximieren minimieren
vergrößern herunterskalieren
inspissate dünn
schwinden montieren
schwinden voll
aufrollen entfalten
verengen verzweigen
verlangsamen beschleunigen
ungültig bestätigen
auffüllen entladen
"in vollem Umfang" leer
clabber homogenisieren
halten Eile
louden beruhigen
Skew ausrichten
verunreinigen dekontaminieren
entkalken verkalken
demulgieren emulgieren
nazifizieren entnazifizieren
nitrifizieren Entstickung
aktivieren "außer Gefecht"
Vordergrund Hintergrund
entmystifizieren verwirren
ionate de-ionate
de-iodieren iodieren
orientalize occidentalize
entsalzen salinate
entschlüsseln Gerangel
Decrescendo Crescendo
veer zurück
destalinize stalinize
ignorieren cognize
"Überblick verlieren" "Bleib dran"
"eine Niete ziehen" Rückrufen
vergessen beachten
vergessen merken
"zu Herzen nehmen" Pretermit
einschließen auslassen
spiritualize literalize
subtrahieren addieren
Fraktion multiplizieren
integrieren unterscheiden
synthetisieren Nervenzusammenbruch
Aktualisierung degradieren
widerlegen zeigen
widersprechen begründen
überschätzen unterschätzen
missbilligen genehmigen
"abgeneigt machen" verfügen
Kufr glauben
akzeptieren ablehnen
reprobate approbate
Vertrauen Misstrauen
dissoziieren assoziieren
lehnen Anspruch
abbringen überzeugen
überreden "herausreden aus"
Antlitz Interdikt
Zustimmung Ablehnen
auslagern Vertrag
Dissens einwilligen
Eintracht "nehmen Ausgabe"
missbilligen Sanktion
konfrontieren vermeiden
bestätigen verweigern
verleugnen bekennen
loben "auseinander nehmen"
untertreiben hyperbolize
entbinden Schuld
schönreden verunglimpfen
undeceive "abseits leiten"
"Ton aus" "Kopf hoch"
zischen applaudieren
segnen anathemize
deconsecrate weihen
disoblige unterbringen
Unterbrechung machen
Abschied "herzlich willkommen"
überführen entladen
flüstern schreien
kontraindizieren zeigen
"Mund halten" "die Katze aus dem Sack lassen"
verschleiern erläutern
singen devoice
Auschecken Check-In
"Uhr aus" "den Arbeitsbeginn registrieren"
entziffern kodieren
löschen Aufzeichnung
verallgemeinern spezifizieren
kommunizieren exkommunizieren
öffnen "Taste nach oben"
unspell buchstabieren
"bleiben auf der Strecke" "sich beteiligen"
entmilitarisieren aufbauen
mobilisieren demobilisieren
"mache Frieden" Krieg
entlassen "aufbieten in"
entmilitarisieren militarisieren
Sieg verlieren
zurückfallen "Fortschritt machen"
"Bleib standhaft" Kapitulation
verteidigen Attacke
unterschreiten überschreiten
Sicherung entschärfen
verzichten verbrauchen
"Essen gehen" "Speisen in"
ausschlafen ausschlafen
verhungern Futter
"Fläschchen geben" stillen
"sei voll" verhungern
lösen Schließe
verzichten ergreifen
aufdrehen verzerren
Fräulein "mit etwas zusammenstoßen"
schärfen stumpf
aufrauen glätten
verteilen klappen
entspannen verformen
auspacken einpacken
binden unbrace
unchain Kette
abschnallen Gurt
"kommen weg" anfügen
disjoint verbinden
zusammenbringen disjoint
ablösen anfügen
abkuppeln "Paar auf"
Suffix Präfix
unbridle Zaum
lösen binden
unlash Peitsche
abdocken Dock
degradieren aggrade
ausspannen hitch
aufdecken Abdeckung
lösen befestigen
zip entpacken
aufsperren Bar
öffnen schließen
unbolt Bolzen
Schraube abschrauben
entsiegeln Dichtung
trennen verbinden
entlarven Maske
abfädeln string
aushängen Haken
unbelt Gürtel
unstaple Klammer
unclip Clip
aufknöpfen Taste
unpin Stift
"Reiß dich zusammen" verteilen
dekomprimieren "packen zusammen"
trennen "Stecker in"
entkorken verkorken
"Weg tragen" vermitteln
Kraft Kraft
entführen Addukt
ordnen verwickeln
disarrange ordnen
behindern lösen
unclog Würgen
lockern ersticken
Mitnahme Pack
enthüllen Schleier
unbox Paket
Uncrate Kiste
disburden "Gewicht nach unten"
entladen berechnen
ausspannen Joch
Ausspannstation inspan
ausspannen nutzen
offsaddle Sattel
zurückzudrängen anlocken
ausschalten einschalten
lösen arbeiten
untwine verflechten
unweave verweben
unbraid pleach
Gewirr entschlüsseln
"faserig werden" Gewirr
"Wind aus" Schnur
abwickeln Spule
Funktion Fehlfunktion
"tick über" Lauf
gehen ausdenken
entfernen Anzahlung
beschmutzen "machen sauber"
Maschinenwäsche Handwäsche
aufstehen Hinsetzen
Lüge Hinsetzen
Lüge aufstehen
abschnallen Schnalle
"Scheide ziehen" ummanteln
kabellos Draht
unmake machen
"Ausstieg aus" "Phase in"
körperlosen verkörpern
zerlegen zusammenheften
abbauen Konfiguration
ablegen anschlagen
zuspielen "ham it up"
beruhigen aufladen
beruhigen Sorge
Liebe verabscheuen
mögen "nicht gefallen"
vermenschlichen entmenschlichen
Abwehr anlocken
demoralisieren berauschen
betrüben erfreuen
beschweren erhellen
missfallen Freude
"nicht befriedigen" erfüllen
Unzufriedenheit Inhalt
Enttäuschung entzücken
entmutigen neu
entmutigen ermutigen
Bohrung interessieren
gönne "möchten gut"
"herabsehen auf" "Aufsehen zu"
"still stehen" Bewegung
"bleiben an Ort und Stelle" locomote
ausdenken "Geh weg"
dableiben Bewegung
ausziehen einziehen
halt Anfang
loslegen halt
verebben surge
"gehen unter" schweben
Reiten gehen
uncross Kreuz
"Datei aus" "Datei in"
Pop-out hereinschneien
aussteigen auffahren
"herunter kommen" "nach oben"
"herunter kommen" aufsteigen
"gehen unter" ausdenken
"zur Sprache bringen" erlegen
begeben "von Bord gehen"
hinlegen aufstehen
deglycerolize glycerolize
wegziehen Fortschritt
zurück "voran bringen"
vorausgehen Folgen
hingehen ankommen
"oben aus" "Boden aus"
bleibe verlassen
"ziehen in" Herausziehen
"verschieben in" "geh raus"
"zusteigen, einsteigen, vorwärtskommen" verschwinde
konvergieren divergieren
Biege begradigen
"Kanonenkugel entlang" verweilen
genießen leiden
unterbelichten überbelichten
sensibilisieren desensibilisieren
ignorieren beachten
deodourise odourise
verbergen Show
schließen öffnen
desorientieren orientieren
Fokus verwischen
louden "sich beruhigen"
schärfen erweichen
acidulate edulcorate
nehmen geben
verlieren "warten Sie mal"
verkaufen Kauf
zulassen "sich weigern"
enterben vererben
Export einführen
hochladen herunterladen
abdrehen akzeptieren
Ausloggen Einloggen
underpay overpay
"Standard ein" "ante up"
klar prallen
Debit Kredit
under verausgaben
sparen verschwenden
disinvest investieren
"über Bord werfen" beanspruchen
derequisition requirieren
"drehen einen Verlust" "drehen einen Gewinn"
"die Gewinnzone erreichen" "drehen einen Gewinn"
"drehen einen Verlust" "die Gewinnzone erreichen"
verlieren wiedergewinnen
erwerben verlieren
unterbieten überbieten
unterbieten überbieten
abheben Anzahlung
"Bar bezahlen" berechnen
"zu wenig berechnen" Überladungs
notieren markieren
under "zu viel lagern"
verleihen leihen
unmuzzle Schnauze
kern kern
Refrain Bewegung
"nehmen Büro" "Büro verlassen"
inthronisieren disinvest
entthronen inthronisieren
"Kick nach unten" "Kick nach oben"
engagieren "jdn rausschmeißen"
"Komm vor" "kommen nach"
stagnieren Arbeit
beschränken befreien
verhindern erlauben
schließen öffnen
"beseitigen, abschütteln" schaffen
"in Unordnung bringen" organisieren
auszubuchen Lizenz
einschließen "kein Zutritt"
Respektlosigkeit befolgen
munden Boykott
Vereinen aufteilen
enfranchise disenfranchise
formalisieren ungültig
erinnern liefern
entkriminalisieren kriminalisieren
trennen desegregate
repatriieren Expatriate
abdrehen "erlauben in"
declassify klassifizieren
derestrict beschränken
deregulieren regularisieren
kompensieren falsch
gebärden Fehlverhalten
fehlschlagen aushandeln
"mach es" spülen
bestehen fehlschlagen
"schief gehen" "die Brötchen verdienen"
ungehorsam gehorchen
entlasten implementieren
rehabilitieren spülen
beobachten überschreiten
vertreten "zu verfolgen"
decolonize besiedeln
beenden Start
Fräulein besuchen
erliegen durchziehen
beseitigen erfordern
Fräulein Feature
ausschließen einschließen
disharmonieren entsprechen
entsprechen abweichen
abweichen gleich
hinausgehen "Komm herein"
entsprechen "dagegen sein"
"Leben bis zu" unterschreiten
"Gleichgewicht bringen" äquilibrieren
einzustellen fortsetzen
nachgeben "fest bleiben"
widerstehen "leihen sich"
"nach Datum" antecede
löschen entzünden
verteilen "nehmen in"
klären bedeckt
unfreundlich freundlich
unwesentlich bedeutend
vollständig teilweise
unvollkommen perfekt
schlecht Gut
schlecht Gut
nachteilig vorteilhaft
unbefriedigender zufriedenstellend
nie immer
unkonventionell konventionell
"nicht mehr, nicht länger" "immer noch"
selten häufig
selten häufig
unvernünftig vernünftig
unnatürlich natürlich
absichtlich circumstantially
"im Wesentlichen" speziell
Unglücklicherweise "wie es der Zufall wollte"
unglücklich glücklich
unglücklich mirthfully
maschinell "von Hand"
unannehmbar akzeptierbar
maladroitly geschickt
"nicht durch eine Schuld Anblick" "auf jeden Fall"
indirekt direkt
unbeabsichtigt absichtlich
ruhig laut
Vorwärts rückwärts
"nach vorne" rückwärts
offen verstohlen
passiv aktiv
über unten
"in einem höheren Platz" "zu einem niedrigeren Platz"
sanely dementedly
multiplizieren einzeln
theoretisch "durch empirische Beobachtung"
spät "hopp, hopp"
unzulässig zulässigerweise
vorübergehend permanent
linear geometrisch
ergebnislos "ein für alle Mal"
"auf einer höheren Etage" "auf einer unteren Etage"
"gegen den Wind" Abwind
"nach oben" "nach unten"
oben "nach unten"
Downstream Upstream
"in geringerem Maße" "in einem größeren Ausmaß"
Weniger Mehr
verspätet "vor der Zeit"
höchstens zumindest
"am schlechtesten" "am besten"
unverantwortlich verantwortungsbewusst
hervorragend unremarkably
"an dieser Stelle" Hier
dorthin hierher
draußen drinnen
draußen innen
"auf den niedrigsten Grad" "in höchstem Maße"
anorganisch organisch
inoffiziell offiziell
peripher zentral
"Auf der einen Seite" andererseits
vergeblich erfolgreich
unsystematisch systematisch
inkonsequent systematisch
verfassungswidrig verfassungsmäßig
undemokratisch demokratisch
untypisch typisch
"an erster Stelle" "in zweiter Linie"
undramatisch dramatisch
unpassend passend
Land Off-Shore
"durch künstliche Mittel" natürlich
chronisch akut
ungenügend ausreichend
stockend "ohne Zögern"
"außer Kontrolle" "in der Hand"
versehentlich advertently
unmindfully advertently
legitim illegal
unangenehm bequem
"im Vertrauen" öffentlich
öffentlich privat
aborad orad
geduldig ungeduldig
ständig falteringly
unsymmetrisch symmetrisch
leicht unbeherrscht
schwach stark
sparsam reichlich
gracelessly anmutig
rücksichtslos rücksichtsvoll
"wenig hilfreich" hilfreich
irrational rational
unkritisch kritisch
"Anzeigen von Inkompetenz" kompetent
nüchtern emotional
formal informell
Innenstadt uptown
"ohne Begeisterung" begeistert
fein grob
unsympathetically mitfühlend
"wenig überzeugend" überzeugend
ungnädig gnädig
"in unregelmäßigen Abständen" regelmäßig
"in gutem Zustand" unsachgemäß
ungünstig bequem
abstrakt konkret
dauntlessly ängstlich
hoffnungslos hoffentlich
töricht weise
unintelligent intelligent
ununderstandably verständlicherweise
undiplomatisch diplomatisch
falsch korrekt
ungenau genau
ungerecht justifiedly
"in aller Ruhe" eilig
monaurally "für beide Ohren"
unimaginatively phantasievoll
ashamedly unverschämt
unimpressively eindrucksvoll
unproduktiv produktiv
dilettantisch "wie ein Experte"
uninteressant interessant
unmäßig "in Maßen"
unrealistisch realistisch
gedankenlos nachdenklich
inauspiciously verheißungsvoll
unhöflicherweise artig
disagreeably angenehm
unangenehm angenehm
eindeutig zweideutig
zeremoniell unsanft
"allgemein gesprochen" eng
treulos treu
gewaltlos heftig
endlich unendlich
klein groß
unwarily vorsichtig
ruhig geräuschvoll
unquietly ruhig
innerlich "nach außen"
ungünstig günstig
freudlos fröhlich
unwillkürlich freiwillig
ineffizient zügig
versehentlich wittingly
ungerechtfertigt "zu Recht"
unbescheiden bescheiden
unschlüssig entschlossen
unansehnlich attraktiv
unbewusst bewusst
nichtkonkurrierend kompetitiv
unglaublich glaubwürdig
unanständig anständig
uncharakteristisch charakteristisch
"nach außen" "im Inneren"
"a priori" "A posteriori"
rechtswidrig rechtmäßig
Halbzeit Vollzeit
multilateral einseitig
"im Uhrzeigersinn" "gegen den Uhrzeigersinn"
auswärts "nach innen"
"auf der Bühne" "hinter den Kulissen"
unappealingly bittend
disapprovingly zustimmend
unambitiously entschlossen
downs "Schau stehlen"
unassertively assertively
unartikuliert artikuliert
unhörbar hörbar
bloodily unblutig
unappreciatively anerkennend
ungewöhnlich seasonably
Vorwärts achtern
unvorsichtig vorsichtig
unchivalrously ritterlich
"unter der Gürtellinie" ziemlich
zusammenhanglos zusammenhängend
inkompatibel kompatibel
complainingly klaglos
noncomprehensively umfassend
bedingungslos bedingt
unlogisch folgerichtig
credulously ungläubig
unschlüssig entscheidend
dünn dicht
unmöglich möglicherweise
unverdienter verdientermaßen
unumstritten kontrovers
unschicklich schicklich
unwillig willentlich
offensiv defensiv
offensiv harmlos
harmlos nachteiliger
unehrlich ehrlich
ehrenvoll unehrenhaft
illoyal loyal
disobediently gehorsam
proportional proportional
reputably disreputably
respektlos respektvoll
zutraulich mißtrauisch
westlichste östlichste
ineffectually wirksam
inefficaciously efficaciously
selbstlos egoistisch
unelegant elegant
entmutigend aufmunternd
unbillig gerecht
unethisch ethisch
ungleichmäßig gleichmäßig
unregelmäßig regelmäßig
ungleichmäßig gleichermaßen
"ganz unspektakulär" erregend
unverzeihlich forgivably
unzweckmäßig zweckmäßig
kostengünstig teuer
ausdruckslos expressiv
altmodisch fashionably
uncivilly civilly
gefühllos fühlend
infelicitously trefflich
buchstäblich "im übertragenen Sinne"
unflexibel flexibel
unversöhnlich forgivingly
laut leise
"sehr laut" "sehr leise"
freudlos hämisch
ungrudgingly zähneknirschend
ungastlich gastfreundlich
unmenschlich menschlich
humorlos humorvoll
unhygienisch hygienisch
undecipherably decipherably
legitim illegitim
unlogisch logisch
unmoralisch tugendhaft
penitentially "ohne Reue"
spürbar unmerklich
persönlich unpersönlich
ausdrücklich implizit
unpräzise beißend
vorsorglich sorglos
unvorsichtig providentially
unzureichend angemessen
vergleichbar unvergleichlich
unscheinbar auffallend
indiskret dezent
uninformatively informatively
opportunely "zur Unzeit"
insecurely sicher
unsensibel empfindlich
unaufrichtig unfeignedly
intolerant tolerant
intransitiv transitively
sichtbar unsichtbar
einschlägig irrelevantly
ehrfurchtsvoll respektlos
reiflich unreif
unüberlegt umsichtig
staccato Legato
unhandlich manageably
unmanfully mannhaft
böswillig wohlwollend
minimal maximal
reich sparsam
messbar unermesslich
unmelodiously melodiös
unmemorably unforgettably
wahrheitsgemäß mendaciously
unmusikalisch musikalisch
"Breit mindedly" engherzig
unnötigerweise Notwendig
subjektiv objektiv
unauffällig aufdringlich
pessimistisch optimistisch
obligat optional
unpalatably schmackhaft
unpatriotisch patriotically
unrecognizably erkennbar
unprätentiös prätentiös
unrighteously righteously
unbefangen selbstbewusst
unsentimental sentimental
untrennbar abtrennbar
unsmilingly smilingly
ungesellig sociably
unsportingly sportingly
unromantically romantisch
taktlos taktvoll
geschmacklos geschmackvoll
leicht dick
dick dünn
grammatisch ungrammatisch
beispiellos precedentedly
unehrenhaft ehrenvoll
nutzlos nutzbringend
konkav konvex
schmerzlos schmerzlich
adaxially abaxially
unfähig fähig
adaxial abaxial
basiscopic acroscopic
adductive abducting
sterben "Entstehen begriffenen"
ungekürzt gekürzt
vergleichend Absolute
"nicht absorptiven" absorbierend
nicht-adsorptive "oberflächen assimilative"
adsorbierbare resorbierbar
gefräßig enthaltsam
Beton abstrakt
knapp reichlich
unabused "schlecht behandelt"
"nicht akzeptiert wird" akzeptabel
"nicht zugänglich" zugänglich
unaccommodating aufnimmt
ungenau genau
ungewohnt gewohnt
alkalisch sauer
amphiprotische sauer
amphiprotische alkalisch
"alkalisch liebend" säureliebenden
unbestätigter anerkannt
unacquisitive acquisitive
basipetal acropetal
inaktiv aktiv
aktiv ausgestorben
stativen dynamisch
passiv aktiv
ruhig aktiv
Potenzial existent
chronisch acute
avirulent virulent
maladaptiven adaptative
unaddicted süchtig
nonaddictive sichbilden
subtraktiven Zusatzstoff
"nicht adressiert" "Rechnung getragen wird"
unzureichend angemessene
"nicht klebenden" Klebstoff
materiell Verfahrens
unadoptable adoptable
undecorated dekoriert
Anticholinergikum cholinerge
ungeschickt geschickt
nachteilig vorteilhaft
unadventurous abenteuerlich
"nicht ratsam" ratsam
"schlecht beraten" "gut beraten"
anaerobiotic aerophilous
anaerobe Aerobic
inaesthetic ästhetische
unberührt betroffen
unberührt unnatürlich
rejective acceptive
gestrandet "über Wasser"
furchtlos Angst
nonaggressive aggressiv
unaufgeregt gerührt
unangenehm angenehm
Luft-zu-Luft Luft-Oberfläche
Boden-Luft Luft-Oberfläche
Boden-Luft Luft-zu-Luft
unwatchful wachsam
Heuristik algorithmische
unveräußerlich veräußerlich
tot "am Leben"
eccrine apokrinen
subartesian artesian
tot Leben
Analphabeten alphabetisch
precocial altricial
egozentrisch altruistisch
eindeutig mehrdeutig
ambitionslose ehrgeizig
emmetropische ametrope
spärlich reichlich
catabolic anabole
cataclinal anaclinal
astigmatische anastigmatic
synclinal anticlinal
katadromer anadromous
diadromen anadromous
diadromen katadromer
katabatic anabatic
Oral "anal retentive"
digital analog
synthetisch analytisch
Synthetik uninflected
derivational inflectional
syncarpous apocarpous
unangry wütend
unresentful resentful
insentient empfindungsfähig
"nicht lebende" animieren
unbewegliche animierte
unbelebten belebt
leblosen animieren
Onymous anonym
Obduktion Antemortem
anschließend vorgängigen
retrorse antrorse
terrestrisch Wasser
amphibische Wasser
amphibische terrestrisch
Erfolg vorausgeht
beispiellos dagewesene
nonprehensile Greif
perinatale antepartum
postpartale antepartum
postpartale perinatale
postprandial präprandiale
Nachkriegs Vorkriegs
anterograde rückläufig
postmeridian antemeridian
hintere anterioren
ventralen dorsal
unanfechtbar beschwerde
unappendaged appendaged
unappetitlich appetitlich
unnahbar zugänglich
ungeeignet angemessen
ungebührliche fällig
malapropos apropos
peripteral apteral
nonarbitrable schieds
noncolumned columned
nonarboreal baumbewohnenden
tonigen arenaceous
unbewaffnet bewaffnet
ungepanzerten gepanzert
armless bewaffnet
ungekünstelt listig
unartikuliert artikulieren
nonspeaking Apropos
unartikuliert artikuliert
schamlos beschämt
unassertive "Selbst behaupten"
nonassociative assoziativ
"nicht gebunden" verpflichtet
unbefestigte "befestigt ist"
pedunculate stalkless
vagile sessile
freistehend angebracht
unstuck stecken
abnehmbar aufsteckbaren
unvorsichtige vorsichtig
unaufmerksam aufmerksam
unattraktiv attraktiv
abstoßend attraktiv
unattraktiv ansprechend
zurechenbare zurückzuführen
prädikativen attributive
"nicht schwanger" schwanger
unhörbar hörbar
Unterschall transonic
Überschall transonic
Überschall Unterschall
inauspicious verheißungsvoll
ungünstig günstig
unbefugtem autorisiert
verfassungswidrig Verfassungs
allochthonous autochthonen
heterözisch autözisch
heterogen autogenem
Handbuch automatisch
"nicht verfügbar" verfügbar
schlafend wach
nonastringent adstringierend
incognizant cognizant
unwissentlich Witting
"nicht alarmgebenden" alarmierend
entomophil anemophilous
unreassuring beruhigend
"es folgen" führt
rückenfrei unterstützt
umkehren Vorwärts
unbalconied balconied
unbarrelled barrelled
beakless Schnabelwal
bettfreien bett
unbeneficed beneficed
ungeschichtet geschichtet
fernless Ferned
gras grasig
ungusseted gusseted
behaarten unbehaart
awnless begrannt
nonbearing Lager
hässlich schön
hässlich ziemlich
flach-aufgeblähten aufgeblähter
ungebändert gebändert
unbelted schnallte
maleficent segens
unmalicious böswillige
verleumden gutartig
schlechter besser
verschlechtert besser
Verschlechterung Besserung
Einkammer Zwei-Kammer
unidirektionale bidirektional
gesichtslos konfrontiert
bibless bibbed
multilateralen einseitig
unimodal bimodale
Mono binaurale
trinucleated binukleäre
einkernigen binukleäre
trinucleated einkernigen
quadrupedal "beiden Beinen"
Brünette "Licht haarig"
makellos verunstaltet
unblutigen blutig
schüchtern "Fett gedruckt"
ungebunden gebunden
unlaced geschnürt
unfastened "befestigt ist"
entwirrt verheddert
unbordered begrenzt
lentic lotic
Mittelklasse "untere Schicht"
Oberklasse "untere Schicht"
Oberklasse Mittelklasse
dolichocephalic brachyzephalen
feige mutig
feige plucky
"Flasche gefüttert" gestillten
atemlos Atmung
nicht-kristallin kristallin
landlos gelandet
dunkel Licht
unshaded beschattet
moonless Mondn
unüberbrückbar überbrückbar
stumpf hell
ungetrübt gedimmt
unvoreingenommen diskriminierend
engstirnig aufgeschlossenen
unreconstructed rekonstruiert
ungebrochen gebrochen
sisterlike brotherlike
endergonische exergonic
identisch brüderlich
unburied digt
Leerlauf beschäftigt
"ohne Knochen" boney
knöpfte knöpft
sozialistisch kapitalistische
wohlklingend cacophonous
unberechenbar kalkulierbar
stürmisch ruhig
uncamphorated Kampfer
unfähig fähig
ungepflegt gepflegt
leichtsinnig vorsichtig
pflanzenfress "Fleisch fress"
omnivorous "Fleisch fress"
insectivorous "Fleisch fress"
omnivorous pflanzenfress
insectivorous pflanzenfress
insectivorous omnivorous
holophytic holozoic
acarpellous carpellate
"ohne Teppich" Teppichboden
"clincher gebaut" "carvel gebaut"
uncarved geschnitzt
catalectic acatalectic
hypercatalectic acatalectic
hypercatalectic catalectic
Radikale cauline
unzensiert zensiert
acaudate caudated
acaulescent caulescent
noncausative ursächlich
unvorsichtig vorsichtig
nichtzelligen zellulären
inkohärent kohärent
unsepariert compartmented
"nicht porös" poriferous
Peripherie zentrale
centripetal zentrifugalen
ableitenden zuführenden
dezentralisieren Zentralisierung
unsicher sicher
"nicht überzeugt" überzeugt
diffident zuversichtlich
uncertified zertifiziert
vermeidbar unvermeidlich
unabwendbare vermeidbar
unveränderlich veränderbar
incommutable commutable
unveränderlich änderbar
unveränderbar modifizierbar
unangepasste eingestellt
unangepasst eingestellt
unverändert geändert
"ohne Abänderungen" geändert
unverändert geändert
isotonisch isometrische
nicht-ionisierten ionisiert
unveränderlich veränderbar
uncharakteristisch charakteristisch
ungeladen berechnet
lieblos wohltätig
unchartered gecharterten
herrenlos "im Besitz"
unkeusch keusch
deprimierend heiter
achlamydeous chlamydeous
achondritic chondritischen
triclinic monoklin
polychromen monochromatische
achromatisch chromatische
ungesättigt gesättigt
"Schwarz und weiß" Farbe
farblos farbig
unbefleckt befleckt
farblos bunt
dunkel "Hell gefärbt"
diatonischen chromatische
transmontane cismontane
unchristlich Christian
noncivilized zivilisierten
nicht-klassischen klassisch
"nicht klassifiziert" klassifiziert
unanalysierte analysiert
unrein reinigen
dreckig unbedenkliche
verunreinigen uncontaminating
nicht-radioaktive radioaktiv
unklar klar
undurchsichtig klar
Radio-Opak strahlendurchlässige
verwirrt "klares Denken"
rauem Klemens
blöd Smart
schließen weit
schließen entfernt
uncousinly cousinly
unbekleidet bekleidet
sattelte gesattelt
bewölkt klar
Inland Küsten
Off-Shore landeinwärts
inkohärent konsistent
noncollapsible zusammenklappbar
uncrannied crannied
distributive Kollektiv
unterdrückt veröffentlicht
"nicht veröffentlicht" veröffentlicht
unpublishable veröffentlichbare
"nicht gemeldet" berichtet
unreportable berichts
noncombinative kombi
"nicht brennbar" brennbar
"nicht explosiv" explosiv
unbeleuchteten beleuchtet
unbequem geräumig
unbequem gemütlich
inkommensurabel angemessen
unverhältnismäßig verhältnismäßig
"nicht kommerziellen" kommerziell
nonresidential Wohn
noncommissioned beauftragt
ungewöhnlich verbreitet
ungewöhnlich gewöhnlich
hydrophile hydrophob
oleophoben oleophilen
Person verbreitet
verschlossen gesprächig
lose kompakt
unvergleichlich vergleichbar
uncompassionate mitfühlend
unvereinbar kompatibel
"nicht mischbar" mischbar
inkompetent kompetent
noncompetitive wettbewerbsfähig
klaglos complaintive
inkompressibel komprimierbar
fraktionierte ganze
Hälfte ganze
undedicated gewidmet
unvollständig komplett
noncomprehensive umfassend
discomposed "zusammengesetzt ist"
unverständlich verständlich
prall konkav
verteilt konzentriert
nichtkonzentrische concentrical
unbekümmert besorgt
weitschweifig prägnant
"nicht schlüssig" schlüssig
unconsummated vollzogen
unterzuordnen "zu koordinieren"
diskordanten accordant
erweitert "Vertrag abgeschlossen"
hypertrophe vermindert
unbedingte bedingt
"nicht durchsetzbar" durchsetzbar
unenforced "umgesetzt werden"
nichtleitend "leitend ist"
unconfined beschränkt
laufenen überfüllt
unvereinbar sympathisch
inkongruent kongruent
unpassend kongruent
disjunctive verbindend
disjunct conjunct
unverbundenen "in Verbindung gebracht"
unüberwindlich überwindbar
bewusstlos bewusst
entweiht geweiht
unpriestly priest
Liberale konservativ
inkonsistent konsistent
unauffällig auffällig
ununterscheidbar erkennbar
"nicht zu unterscheiden" unterscheidbar
unbeständig Konstante
destruktiv konstruktiv
unzufrieden zufrieden
unbestreitbar anfechtbar
inkontinent Kontinent
sporadisch kontinuierliche
diskontinuierlich ununterbrochen
diskontinuierlich kontinuierlich
abgesetzt fortgesetzt
unkontrolliert "gesteuert wird"
unumstritten umstritten
unargumentative argumentative
ungünstig praktisch
unkonventionell konventionell
konventionell Kern
nontraditional traditionelle
abweichend konvergent
branchless branchy
