arg1 sensekey,arg1 offset,relation,arg2 sensekey,arg2 offset
glasses%1:06:00::,104272054,theme,vision%1:09:01::,105654362
glasses%1:06:00::,104272054,beneficiary,wearer%1:18:00::,110771809
glasses%1:06:00::,104272054,beneficiary,viewer%1:18:01::,110633450
glasses%1:06:00::,104272054,result,vision%1:09:01::,105654362

guitar%1:06:00::,103467517,agent,guitarist%1:18:00::,110151760
guitar%1:06:00::,103467517,theme,sound%1:07:00::,104981139
guitar%1:06:00::,103467517,instrument,string%1:06:03::,104338143
guitar%1:06:00::,103467517,result,music%1:10:00::,107020895
guitar%1:06:00::,103467517,result,music%1:09:00::,105718556
guitar%1:06:00::,103467517,result,music%1:09:01::,105718935
guitar%1:06:00::,103467517,result,sound%1:07:00::,104981139
guitar%1:06:00::,103467517,cause,vibration%1:04:00::,100345926

gun%1:06:00::,103467984,action,shoot%2:33:01::,201137138
gun%1:06:00::,103467984,action,shoot%2:33:00::,201134781
gun%1:06:00::,103467984,action,fire%2:33:02::,201134238
gun%1:06:00::,103467984,agent,shooter%1:18:00::,110593115
gun%1:06:00::,103467984,agent,shooter%1:18:01::,110152083
gun%1:06:00::,103467984,undergoer,target%1:10:00::,107262108
gun%1:06:00::,103467984,theme,bullet%1:06:00::,102916350
gun%1:06:00::,103467984,result,shot%1:04:00::,100122661
gun%1:06:00::,103467984,result,shot%1:04:09::,101175633

hammer%1:06:00::,103481172,action,hammer%2:35:00::,201416539
hammer%1:06:00::,103481172,action,strike%2:35:00::,201410223
hammer%1:06:00::,103481172,result,hammering%1:04:00::,101175316

chopper%1:06:01::,103512147,action,fly%2:38:00::,201940403
chopper%1:06:01::,103512147,action,transport%2:38:00::,201953810
chopper%1:06:01::,103512147,action,travel%2:38:00::,201835496
chopper%1:06:01::,103512147,agent,pilot%1:18:00::,110433164
chopper%1:06:01::,103512147,theme,passenger%1:18:00::,110403876
chopper%1:06:01::,103512147,theme,cargo%1:06:00::,102964389
chopper%1:06:01::,103512147,instrument,blade%1:06:02::,102848523

hook%1:06:00::,103532342,action,hook%2:35:00::,201365549
hook%1:06:00::,103532342,action,hook%2:35:01::,201365709

horn%1:06:05::,102761834,action,sound%2:39:00::,202176268
horn%1:06:05::,102761834,action,sound%2:39:03::,202135048
horn%1:06:05::,102761834,action,honk%2:39:00::,202183175
horn%1:06:05::,102761834,result,sound%1:07:00::,104981139
horn%1:06:05::,102761834,result,sound%1:11:00::,107371293
horn%1:06:05::,102761834,result,honk%1:11:00::,107385249
horn%1:06:05::,102761834,result,noise%1:09:00::,105720248
horn%1:06:05::,102761834,agent,driver%1:18:00::,110034906

instrument%1:06:00::,103574816,cause,task%1:04:00::,100719705

instrument%1:06:01::,103800933,action,play%2:36:12::,201725051
instrument%1:06:01::,103800933,action,play%2:36:01::,201726172
instrument%1:06:01::,103800933,action,sound%2:39:03::,202135048
instrument%1:06:01::,103800933,agent,musician%1:18:01::,110340312
instrument%1:06:01::,103800933,result,music%1:10:00::,107020895
instrument%1:06:01::,103800933,result,music%1:09:01::,105718935
instrument%1:06:01::,103800933,theme,sound%1:07:00::,104981139
instrument%1:06:01::,103800933,beneficiary,listener%1:18:00::,110165448

jar%1:06:00::,103593526,action,jar%2:35:10::,201497864
jar%1:06:00::,103593526,action,contain%2:42:13::,202700867
jar%1:06:00::,103593526,action,preserve%2:42:01::,202733122

kettle%1:06:00::,103612814,action,contain%2:42:13::,202700867
kettle%1:06:00::,103612814,action,boil%2:30:02::,200374668

key%1:06:00::,103613294,action,unlock%2:35:00::,201348705
key%1:06:00::,103613294,action,lock%2:35:00::,201348174
key%1:06:00::,103613294,action,open%2:35:00::,201346003
key%1:06:00::,103613294,action,close%2:35:00::,201345109
key%1:06:00::,103613294,undergoer,lock%1:06:00::,103682487


knife%1:06:00::,103623556,action,cut%2:35:00::,201552519
knife%1:06:00::,103623556,action,cut%2:35:10::,201610834
knife%1:06:00::,103623556,action,stab%2:35:00::,201230350
knife%1:06:00::,103623556,agent,cutter%1:18:00::,109985279
knife%1:06:00::,103623556,result,cut%1:26:00::,114287113
knife%1:06:00::,103623556,result,cut%1:04:02::,100387657
knife%1:06:00::,103623556,result,cut%1:04:01::,100386915

knot%1:06:00::,103627232,action,tie%2:35:00::,201285440
knot%1:06:00::,103627232,result,fastening%1:06:00::,103323703

lamp%1:06:01::,103636649,action,light%2:30:00::,200291873
lamp%1:06:01::,103636649,theme,light%1:19:00::,111473954
lamp%1:06:01::,103636649,result,light%1:19:00::,111473954
lamp%1:06:01::,103636649,instrument,switch%1:06:01::,104372370

laser%1:06:00::,103643253,action,light%2:30:00::,200291873
laser%1:06:00::,103643253,action,cut%2:35:00::,201552519
laser%1:06:00::,103643253,action,operate%2:29:00::,200083809
laser%1:06:00::,103643253,result,light%1:19:00::,111473954
laser%1:06:00::,103643253,result,heat%1:19:00::,111466043

leash%1:06:00::,103652932,action,restrain%2:41:01::,202422663
leash%1:06:00::,103652932,action,lead%2:38:01::,201999798
leash%1:06:00::,103652932,undergoer,animal%1:03:00::,100015388
leash%1:06:00::,103652932,theme,movement%1:11:00::,107309781

leg%1:06:01::,103654826,action,support%2:35:00::,201217043
leg%1:06:01::,103654826,theme,furniture%1:06:00::,103405725

elevator%1:06:00::,103281145,action,lift%2:38:00::,201974062
elevator%1:06:00::,103281145,action,lift%2:35:01::,201455184
elevator%1:06:00::,103281145,action,transport%2:35:00::,201449974
elevator%1:06:00::,103281145,location,building%1:06:00::,102913152
elevator%1:06:00::,103281145,location,elevator_shaft%1:06:00::,103281673
elevator%1:06:00::,103281145,theme,passenger%1:18:00::,110403876
elevator%1:06:00::,103281145,theme,freight%1:06:00::,102964389

lift%1:06:01::,104231693,action,lift%2:38:00::,201974062
lift%1:06:01::,104231693,action,lift%2:35:01::,201455184
lift%1:06:01::,104231693,action,transport%2:35:00::,201449974
lift%1:06:01::,104231693,theme,passenger%1:18:00::,110403876
lift%1:06:01::,104231693,location,hill%1:17:00::,109303008
lift%1:06:01::,104231693,location,mountain%1:17:00::,109359803

light%1:06:00::,103665366,action,light%2:30:00::,200291873
light%1:06:00::,103665366,theme,light%1:19:00::,111473954
light%1:06:00::,103665366,result,light%1:19:00::,111473954

lighter%1:06:00::,103666591,action,light%2:43:00::,202759614
lighter%1:06:00::,103666591,theme,fire%1:22:00::,113480848
lighter%1:06:00::,103666591,result,combustion%1:04:00::,100378069

line%1:06:07::,104402057,action,transmit%2:38:00::,202079933
line%1:06:07::,104402057,action,carry%2:38:03::,202079933
line%1:06:07::,104402057,action,connect%2:32:12::,201069391
line%1:06:07::,104402057,theme,call%1:10:01::,106272803
line%1:06:07::,104402057,theme,telephone_call%1:10:00::,106272803

production_line%1:06:00::,104008385,action,assemble%2:36:00::,201656788
production_line%1:06:00::,104008385,action,produce%2:36:00::,201621555
production_line%1:06:00::,104008385,theme,article%1:03:00::,100022903
production_line%1:06:00::,104008385,result,product%1:06:00::,104007894
production_line%1:06:00::,104008385,agent,worker%1:18:00::,109632518

link%1:06:00::,103673971,action,link%2:35:00::,201354673
link%1:06:00::,103673971,action,join%2:35:01::,201295275
link%1:06:00::,103673971,result,connection%1:26:00::,114419164

lock%1:06:00::,103682487,action,lock%2:35:00::,201348174
lock%1:06:00::,103682487,action,close%2:35:00::,201345109
lock%1:06:00::,103682487,action,secure%2:35:01::,201340439
lock%1:06:00::,103682487,undergoer,door%1:06:00::,103221720
lock%1:06:00::,103682487,undergoer,drawer%1:06:00::,103233905
lock%1:06:00::,103682487,undergoer,container%1:06:00::,103094503
lock%1:06:00::,103682487,result,protection%1:26:00::,114539960

lounge%1:06:01::,104256520,action,seat%2:42:00::,202701962
lounge%1:06:01::,104256520,beneficiary,people%1:14:00::,107942152

mug%1:06:00::,103797390,action,hold%2:42:14::,202701210
mug%1:06:00::,103797390,theme,liquid%1:27:00::,114940100
mug%1:06:00::,103797390,theme,mouse%1:06:00::,103793489
mug%1:06:00::,103797390,action,point%2:32:00::,200923793
mug%1:06:00::,103797390,location,computer_screen%1:06:00::,103085602

mouse%1:06:00::,103793489,action,click%2:39:00::,202185664
mouse%1:06:00::,103793489,result,click%1:04:00::,100112828

missile%1:06:00::,104008634,action,fire%2:33:00::,201133825

missile%1:06:01::,103773504,action,fire%2:33:00::,201133825

missile%1:06:00::,104008634,action,launch%2:35:00::,201514655

missile%1:06:01::,103773504,action,launch%2:35:00::,201514655

missile%1:06:00::,104008634,action,strike%2:35:00::,201410223
missile%1:06:00::,104008634,theme,target%1:10:00::,107262108
missile%1:06:00::,104008634,result,destruction%1:11:00::,107334490

missile%1:06:01::,103773504,action,strike%2:35:00::,201410223
missile%1:06:01::,103773504,theme,target%1:10:00::,107262108
missile%1:06:01::,103773504,result,destruction%1:11:00::,107334490

missile%1:06:01::,103773504,action,explode%2:30:01::,200306723

mirror%1:06:00::,103773035,action,reflect%2:39:02::,202136754
mirror%1:06:00::,103773035,theme,image%1:06:00::,103931044

mirror%1:06:00::,103773035,action,reveal%2:39:00::,202143283
mirror%1:06:00::,103773035,theme,reality%1:26:01::,113955461

mine%1:06:00::,103768132,action,explode%2:30:01::,200306723
mine%1:06:00::,103768132,location,mine_field%1:15:00::,108674464

mill%1:06:01::,103316406,action,manufacture%2:36:00::,201653442
mill%1:06:01::,103316406,action,process%2:30:00::,200515154
mill%1:06:01::,103316406,theme,product%1:06:00::,104007894

mill%1:06:00::,103765561,action,grind%2:35:02::,201594978

mill%1:06:00::,103765561,action,crush%2:30:00::,200339085

microphone%1:06:00::,103759954,action,pick_up%2:39:01::,202107248
microphone%1:06:00::,103759954,theme,sound%1:07:00::,104981139

microphone%1:06:00::,103759954,action,amplify%2:30:00::,200434077
microphone%1:06:00::,103759954,theme,sound%1:07:00::,104981139

memory%1:09:02::,105935060,action,come_back%2:30:00::,200548153

memory%1:09:02::,105935060,action,fade%2:30:00::,200421691

memory%1:09:02::,105935060,action,haunt%2:37:00::,201783214
memory%1:09:02::,105935060,undergoer,person%1:03:00::,100007846

memory%1:06:00::,103744276,action,hold%2:42:00::,202681795
memory%1:06:00::,103744276,theme,data%1:14:00::,108462320

measure%1:03:00::,100033615,action,evaluate%2:31:00::,200681429
measure%1:03:00::,100033615,theme,quantity%1:03:00::,100033615
measure%1:03:00::,100033615,theme,length%1:07:00::,105129201
measure%1:03:00::,100033615,theme,weight%1:07:00::,105026843

maze%1:06:00::,103733281,action,wind%2:42:00::,202738701

match%1:06:00::,103728437,action,light%2:34:00::,201199881
match%1:06:00::,103728437,theme,cigarette%1:06:00::,103030663

match%1:06:00::,103728437,action,light%2:43:00::,202759614
match%1:06:00::,103728437,theme,wood%1:27:00::,115098161
match%1:06:00::,103728437,theme,fire%1:22:00::,113480848

match%1:06:00::,103728437,action,strike%2:36:00::,201675073
match%1:06:00::,103728437,result,fire%1:22:00::,113480848

match%1:11:00::,107470671,action,take_place%2:30:00::,200339934
match%1:11:00::,107470671,location,field%1:15:02::,108570758

marble%1:06:00::,103721047,action,roll%2:38:00::,201866192

makeup%1:06:00::,103714235,action,color%2:30:00::,200283911
makeup%1:06:00::,103714235,theme,face%1:08:00::,105600637

makeup%1:06:00::,103714235,action,cover%2:35:00::,201332730
makeup%1:06:00::,103714235,theme,blemish%1:07:00::,104692157
makeup%1:06:00::,103714235,location,face%1:08:00::,105600637

pump%1:06:00::,104021798,action,pump%2:35:00::,201225684

pump%1:06:00::,104021798,action,displace%2:38:00::,202013571
pump%1:06:00::,104021798,theme,liquid%1:27:04::,114940386
pump%1:06:00::,104021798,theme,gas%1:26:00::,114481080

pump%1:08:00::,105388805,action,circulate%2:38:01::,202042404
pump%1:08:00::,105388805,theme,blood%1:08:00::,105399847

printer%1:06:00::,104004475,action,print%2:36:00::,201747945
printer%1:06:00::,104004475,instrument,paper%1:27:00::,114974264

printer%1:06:01::,104004767,action,output%2:36:00::,201622795
printer%1:06:01::,104004767,theme,data%1:14:00::,108462320

press%1:10:00::,106263369,action,report%2:32:13::,200967098
press%1:10:00::,106263369,agent,reporter%1:18:00::,110521662
press%1:10:00::,106263369,theme,news%1:10:01::,106681177
press%1:10:00::,106263369,theme,story%1:10:01::,106681551

press%1:10:00::,106263369,action,publish%2:36:01::,201745722
press%1:10:00::,106263369,theme,news%1:10:01::,106681177
press%1:10:00::,106263369,theme,story%1:10:01::,106681551

press%1:06:00::,103999992,action,extract%2:35:05::,201351754
press%1:06:00::,103999992,theme,liquid%1:27:04::,114940386

press%1:06:00::,103999992,action,compress%2:35:00::,201387786
press%1:06:00::,103999992,theme,solid%1:27:04::,115046900

pot%1:06:00::,103990474,action,hold%2:42:13::,202700867
pot%1:06:00::,103990474,theme,food%1:03:00::,100021265
pot%1:06:00::,103990474,location,kitchen%1:06:00::,103619890

pot%1:06:04::,103991062,action,hold%2:42:13::,202700867
pot%1:06:04::,103991062,theme,flower%1:20:00::,111669921

pole%1:06:00::,103976657,action,support%2:35:00::,201217043

pocket%1:06:00::,103972524,action,hold%2:42:13::,202700867

plane%1:06:01::,102691156,action,fly%2:38:00::,201940403

plane%1:06:01::,102691156,action,transport%2:38:00::,201953810
plane%1:06:01::,102691156,undergoer,passenger%1:18:00::,110403876

plane%1:06:01::,102691156,action,take_off%2:38:02::,202014553
plane%1:06:01::,102691156,location,airport%1:06:00::,102692232
plane%1:06:01::,102691156,destination,sky%1:17:00::,109436708

plane%1:06:01::,102691156,action,land%2:38:00::,201979901
plane%1:06:01::,102691156,destination,runway%1:06:00::,104120842

plane%1:06:00::,103954731,action,shape%2:36:00::,201659248
plane%1:06:00::,103954731,agent,carpenter%1:18:00::,109896685
plane%1:06:00::,103954731,theme,wood%1:27:00::,115098161
plane%1:06:00::,103954731,location,shop%1:06:01::,104603081

pill%1:06:00::,103936568,action,cure%2:29:00::,200081725
pill%1:06:00::,103936568,undergoer,sick%1:14:00::,107950418

pill%1:06:02::,103936895,action,prevent%2:41:01::,202452885
pill%1:06:02::,103936895,theme,pregnancy%1:26:00::,114046202

pier%1:06:00::,103933529,action,connect%2:35:00::,201354673
pier%1:06:00::,103933529,theme,land%1:17:00::,109334396
pier%1:06:00::,103933529,theme,ship%1:06:00::,104194289

pier%1:06:02::,103934042,action,support%2:35:00::,201217043

pier%1:06:01::,103933933,action,support%2:35:00::,201217043

piano%1:06:00::,103928116,action,play%2:36:12::,201725051
piano%1:06:00::,103928116,agent,pianist%1:18:00::,110430665
piano%1:06:00::,103928116,result,music%1:09:01::,105718935

pencil%1:06:00::,103908204,action,write%2:36:00::,201698271

pencil%1:06:00::,103908204,action,draw%2:36:00::,201690294

pen%1:06:00::,103906997,action,write%2:36:00::,201698271

pen%1:06:01::,103907227,action,hold%2:42:13::,202700867
pen%1:06:01::,103907227,theme,livestock%1:05:00::,101887474
pen%1:06:01::,103907227,location,farm%1:06:00::,103322099

pen%1:06:03::,103964495,action,hold%2:42:13::,202700867
pen%1:06:03::,103964495,theme,baby%1:18:00::,109827683

paper%1:10:03::,106267145,action,contain%2:42:00::,202629535
paper%1:10:03::,106267145,theme,news%1:10:01::,106681177

paper%1:14:00::,108062970,action,publish%2:36:01::,201745722
paper%1:14:00::,108062970,theme,news%1:10:01::,106681177

paper%1:10:02::,106269956,action,report%2:32:00::,200965035
paper%1:10:02::,106269956,theme,result%1:10:00::,106743506

pan%1:06:01::,103880531,action,fry%2:30:00::,200325328
pan%1:06:01::,103880531,theme,food%1:03:00::,100021265

packet%1:14:00::,108008017,action,hold%2:42:13::,202700867

packet%1:10:00::,107281099,action,contain%2:42:00::,202629535
packet%1:10:00::,107281099,theme,data%1:14:00::,108462320

packet%1:06:01::,103710079,action,carry%1:04:00::,100318735
packet%1:06:01::,103710079,theme,mail%1:10:01::,106275634

pack%1:06:00::,103870546,action,hold%2:42:13::,202700867

pack%1:06:02::,103870672,action,hold%2:42:13::,202700867

organ%1:06:01::,103273551,action,play%2:36:12::,201725051
organ%1:06:01::,103273551,agent,organist%1:18:00::,110382825
organ%1:06:01::,103273551,result,music%1:09:01::,105718935

organ%1:06:00::,103854065,action,play%2:36:12::,201725051
organ%1:06:00::,103854065,agent,organist%1:18:00::,110382825
organ%1:06:00::,103854065,result,music%1:09:01::,105718935

organ%1:06:02::,103494537,action,play%2:36:12::,201725051
organ%1:06:02::,103494537,result,music%1:09:01::,105718935

notebook%1:10:00::,106415419,action,contain%2:42:13::,202700867
notebook%1:10:00::,106415419,theme,record%1:10:03::,106647206
notebook%1:10:00::,106415419,theme,information%1:14:00::,108462320
notebook%1:10:00::,106415419,theme,list%1:10:00::,106481320

net%1:06:02::,103819994,action,catch%2:35:03::,201480149
net%1:06:02::,103819994,theme,animal%1:03:00::,100015388
net%1:06:02::,103819994,theme,insect%1:05:00::,102159955

net%1:06:04::,103820318,action,stop%2:41:00::,202559752
net%1:06:04::,103820318,theme,ball%1:06:01::,102778669
net%1:06:04::,103820318,location,field%1:15:02::,108570758

net%1:06:03::,103820154,action,divide%2:42:00::,202621853
net%1:06:03::,103820154,theme,court%1:06:01::,103120491

needle%1:06:01::,103816394,action,indicate%2:32:03::,200923793
needle%1:06:01::,103816394,theme,measurement%1:04:00::,100996969
needle%1:06:01::,103816394,instrument,scale%1:06:00::,104141838

needle%1:06:00::,103816136,action,knit%2:36:00::,201671039
needle%1:06:00::,103816136,theme,textile%1:06:00::,103309808
needle%1:06:00::,103816136,theme,clothes%1:06:00::,102728440

needle%1:06:00::,103816136,action,pierce%2:35:00::,201441100
needle%1:06:00::,103816136,theme,cloth%1:06:00::,103309808
needle%1:06:00::,103816136,theme,flesh%1:08:02::,105268112

needle%1:06:02::,103923918,action,scratch%2:35:03::,201250908
needle%1:06:02::,103923918,theme,record%1:06:00::,103924069
needle%1:06:02::,103923918,result,music%1:09:01::,105718935

nail%1:08:00::,105581693,action,protect%2:33:00::,201128193
nail%1:08:00::,105581693,theme,flesh%1:08:02::,105268112

nail%1:06:00::,103804744,action,secure%2:35:01::,201340439
nail%1:06:00::,103804744,theme,material%1:27:00::,114580897
nail%1:06:00::,103804744,instrument,hammer%1:06:00::,103481172

shaft%1:19:00::,111428023,action,shine%2:43:00::,202763740
shaft%1:19:00::,111428023,result,light%1:19:00::,111473954

seat%1:06:01::,104161981,action,seat%2:42:00::,202701962
seat%1:06:01::,104161981,undergoer,person%1:03:00::,100007846

seat%1:06:02::,104162433,action,cover%2:35:00::,201332730
seat%1:06:02::,104162433,theme,buttocks%1:08:00::,105559256

screw%1:06:00::,104153751,action,fasten%2:35:01::,201340439
screw%1:06:00::,104153751,instrument,screwdriver%1:06:00::,104154565
screw%1:06:00::,104153751,agent,carpenter%1:18:00::,109896685

screen%1:06:06::,104152829,action,show%2:39:02::,202148788
screen%1:06:06::,104152829,theme,film%1:10:01::,106613686
screen%1:06:06::,104152829,beneficiary,audience%1:14:00::,108221897
screen%1:06:06::,104152829,result,movie%1:10:00::,106613686
screen%1:06:06::,104152829,instrument,projector%1:06:00::,104009552

screen%1:06:04::,102851099,action,hide%2:39:00::,202144835

screen%1:06:01::,104151940,action,hide%2:39:00::,202144835

screen%1:06:04::,102851099,action,cover%2:35:00::,201332730

screen%1:06:01::,104151940,action,cover%2:35:00::,201332730

screen%1:06:07::,104153025,action,open%2:35:06::,201346804

screen%1:06:07::,104153025,action,close%2:35:06::,201346978

screen%1:06:07::,104153025,action,block%2:35:12::,201476483
screen%1:06:07::,104153025,undergoer,bug%1:05:02::,102236355

scale%1:06:02::,104141975,action,measure%2:31:00::,200647094
scale%1:06:02::,104141975,result,mass%1:07:00::,105024254

scale%1:06:02::,104141975,action,weigh%2:42:00::,202704617
scale%1:06:02::,104141975,result,mass%1:07:00::,105024254

scale%1:05:00::,101902877,action,cover%2:35:01::,201207951
scale%1:05:00::,101902877,theme,reptile%1:05:00::,101661091

satellite%1:06:00::,104137444,action,orbit%2:38:00::,202043982
satellite%1:06:00::,104137444,theme,planet%1:17:01::,109394646
satellite%1:06:00::,104137444,location,space%1:15:01::,108500433

rocket%1:06:01::,104099429,action,launch%2:35:00::,201514655

rocket%1:06:01::,104099429,action,blast_off%2:35:00::,201515056

rocket%1:10:02::,107263053,action,shoot%2:33:00::,201134781
rocket%1:10:02::,107263053,theme,light%1:06:00::,103665366
rocket%1:10:02::,107263053,destination,rescue%1:04:00::,100093483

rocket%1:06:02::,104232902,action,shoot%2:33:00::,201134781
rocket%1:06:02::,104232902,theme,firework%1:06:00::,103348454
rocket%1:06:02::,104232902,location,celebration%1:11:00::,107450651

rifle%1:06:00::,104090263,action,fire%2:33:00::,201133825
rifle%1:06:00::,104090263,theme,bullet%1:06:00::,102916350
rifle%1:06:00::,104090263,destination,target%1:10:00::,107262108

register%1:21:00::,113412321,action,hold%2:42:13::,202700867
register%1:21:00::,113412321,theme,transaction%1:04:00::,101106808
register%1:21:00::,113412321,agent,bookkeeper%1:18:00::,109866115
register%1:21:00::,113412321,destination,record%1:10:03::,106647206

register%1:06:00::,104071536,action,regulate%2:30:00::,200299341
register%1:06:00::,104071536,theme,air%1:27:00::,114841267
register%1:06:00::,104071536,location,heater%1:06:00::,103508101

register%1:06:02::,102977438,action,hold%2:42:13::,202700867
register%1:06:02::,102977438,theme,money%1:21:00::,113384557
register%1:06:02::,102977438,location,store%1:06:00::,104202417
register%1:06:02::,102977438,agent,cashier%1:18:01::,109899289

recording%1:06:00::,104063661,action,play_back%2:36:00::,201738347
recording%1:06:00::,104063661,theme,music%1:10:00::,107020895
recording%1:06:00::,104063661,theme,film%1:10:01::,106613686

reactor%1:06:01::,104057846,action,generate%2:36:01::,201628197
reactor%1:06:01::,104057846,theme,energy%1:19:00::,111452218

reactor%1:06:00::,103834040,action,control%2:41:00::,202441022
reactor%1:06:00::,103834040,theme,nuclear_reaction%1:22:00::,113523208
reactor%1:06:00::,103834040,result,energy%1:19:00::,111452218

railcar%1:06:00::,102959942,action,carry%2:35:02::,201449974
railcar%1:06:00::,102959942,theme,cargo%1:06:00::,102964389
railcar%1:06:00::,102959942,theme,passenger%1:18:00::,110403876

railcar%1:06:00::,102959942,action,jump%2:38:05::,202011865
railcar%1:06:00::,102959942,theme,track%1:06:01::,104463679

radio%1:06:01::,104043733,action,play%2:36:11::,201717436
radio%1:06:01::,104043733,theme,music%1:10:00::,107020895

radio%1:06:01::,104043733,action,broadcast%2:32:01::,200973056

radio%1:06:01::,104043733,action,transmit%2:40:10::,202231661
radio%1:06:01::,104043733,theme,signal%1:19:00::,111447319

radio%1:06:00::,104041544,action,transmit%2:40:10::,202231661
radio%1:06:00::,104041544,theme,signal%1:19:00::,111447319

tool%1:06:00::,104451818,action,make%2:36:00::,201617192
tool%1:06:00::,104451818,agent,person%1:03:00::,100007846

tool%1:06:00::,104451818,action,help%2:41:00::,202547586
tool%1:06:00::,104451818,experiencer,person%1:03:00::,100007846

tool%1:06:00::,104451818,action,repair%2:30:00::,200260648

tin%1:06:03::,104438897,action,hold%2:42:14::,202701210
tin%1:06:03::,104438897,theme,food%1:03:00::,100021265

tin%1:06:01::,102949542,action,hold%2:42:14::,202701210
tin%1:06:01::,102949542,theme,food%1:03:00::,100021265

throne%1:06:00::,104429376,action,seat%2:42:00::,202701962
throne%1:06:00::,104429376,undergoer,royalty%1:14:00::,108153437

terminal%1:06:00::,104412901,action,hold%2:42:14::,202701210
terminal%1:06:00::,104412901,theme,vehicle%1:06:00::,104524313

terminal%1:06:02::,104413419,action,display%2:39:00::,202140033
terminal%1:06:02::,104413419,theme,image%1:06:00::,103931044

television%1:06:01::,104405907,action,broadcast%2:32:01::,200973056
television%1:06:01::,104405907,theme,television_show%1:10:00::,106620579
television%1:06:01::,104405907,experiencer,person%1:03:00::,100007846

telephone%1:06:00::,104401088,action,ring%2:39:00::,202180898

telephone%1:06:00::,104401088,action,connect%2:32:12::,201069391
telephone%1:06:00::,104401088,agent,person%1:03:00::,100007846
telephone%1:06:00::,104401088,experiencer,person%1:03:00::,100007846

taxi%1:06:00::,102930766,agent,driver%1:18:00::,110034906
taxi%1:06:00::,102930766,action,transport%2:35:00::,201449974
taxi%1:06:00::,102930766,undergoer,people%1:14:00::,107942152

taxi%1:06:00::,102930766,action,charge%2:40:03::,202320374
taxi%1:06:00::,102930766,theme,rate%1:21:00::,113325010
taxi%1:06:00::,102930766,result,transportation%1:04:00::,100315986

tape%1:06:00::,104391569,action,stick%2:35:00::,201356750

tape%1:06:01::,104391838,action,play%2:36:11::,201717436
tape%1:06:01::,104391838,theme,music%1:10:00::,107020895
tape%1:06:01::,104391838,experiencer,audience%1:14:00::,108221897
tape%1:06:01::,104391838,instrument,speaker%1:06:00::,103691459

tape%1:15:00::,108683986,action,mark%2:32:02::,200921738
tape%1:15:00::,108683986,theme,finish_line%1:15:00::,108571459

tap%1:06:00::,104559451,action,draw%2:38:00::,201854132
tap%1:06:00::,104559451,theme,water%1:27:00::,114845743
tap%1:06:00::,104559451,location,sink%1:06:00::,104223580

tap%1:06:00::,104559451,action,drip%2:38:00::,202071142
tap%1:06:00::,104559451,theme,water%1:27:00::,114845743

tap%1:06:03::,104391276,action,click%2:39:00::,202185664
tap%1:06:03::,104391276,location,shoe%1:06:00::,104199027
tap%1:06:03::,104391276,agent,person%1:03:00::,100007846

tap%1:06:02::,104391158,action,cut%2:36:01::,201754915
tap%1:06:02::,104391158,undergoer,screw%1:06:02::,104154340
tap%1:06:02::,104391158,result,screw_thread%1:06:00::,104154938

tank%1:06:01::,104389033,action,transport%2:38:00::,201953810
tank%1:06:01::,104389033,undergoer,military_personnel%1:14:00::,108397255

tank%1:06:01::,104389033,action,roll%2:38:00::,201866192
tank%1:06:01::,104389033,instrument,caterpillar_tread%1:06:00::,104464418

tank%1:06:01::,104389033,action,fire%2:33:00::,201133825
tank%1:06:01::,104389033,instrument,cannon%1:06:03::,102950826
tank%1:06:01::,104389033,agent,soldier%1:18:00::,110622053
tank%1:06:01::,104389033,undergoer,enemy%1:18:00::,110055847

tank%1:06:00::,104388743,action,contain%2:42:13::,202700867
tank%1:06:00::,104388743,theme,liquid%1:27:04::,114940386
tank%1:06:00::,104388743,theme,gas%1:26:00::,114481080

tank%1:06:03::,103102771,action,hold%2:42:14::,202701210
tank%1:06:03::,103102771,undergoer,prisoner%1:18:00::,110476086
tank%1:06:03::,103102771,result,punishment%1:04:00::,101160342

table%1:06:01::,104379243,action,display%2:39:00::,202140033
table%1:06:01::,104379243,theme,food%1:03:00::,100021265
table%1:06:01::,104379243,theme,art%1:06:00::,102743547

table%1:06:02::,104379964,action,seat%2:42:00::,202701962
table%1:06:02::,104379964,theme,diner%1:18:00::,110013242

sword%1:06:00::,104373894,action,kill%2:35:00::,201323958
sword%1:06:00::,104373894,undergoer,enemy%1:18:00::,110055847

sword%1:06:00::,104373894,action,pierce%2:35:02::,201442361
sword%1:06:00::,104373894,undergoer,enemy%1:18:00::,110055847

switch%1:06:01::,104372370,action,flip%2:35:01::,201510173
switch%1:06:01::,104372370,experiencer,electricity%1:19:01::,111450566
switch%1:06:01::,104372370,result,on%3:00:00::,301651196
switch%1:06:01::,104372370,result,off%3:00:00::,301651469

switch%1:06:02::,104372756,action,turn%2:38:00::,201907258
switch%1:06:02::,104372756,experiencer,train%1:06:00::,104468005

switch%1:06:00::,104372171,action,crack%2:35:00::,201401955
switch%1:06:00::,104372171,result,punishment%1:04:00::,101160342

swing%1:06:00::,104371774,action,swing%2:38:00::,201877355
swing%1:06:00::,104371774,experiencer,child%1:18:00::,109917593
